MedicationCui,MedicationStr,ClassCui,ClassStr
C0016157,fish oils,C0013227,"Product, Pharmaceutical"
C0016157,fish oils,C0013227,Pharmaceutical Product
C0016157,fish oils,C0013227,"Products, Pharmaceutical"
C0016157,fish oils,C0013227,PHARM PREPARATIONS
C0016157,fish oils,C0013227,PREPARATIONS PHARM
C0016157,fish oils,C0028908,Oils
C0016157,fish oils,C0028908,Oil
C0016157,fish oils,C0028908,"Oil, NOS"
C0016157,fish oils,C0028908,Product containing oil (product)
C0016157,fish oils,C0028908,Oil-containing product
C0016157,fish oils,C0028908,Product containing oil
C0016157,fish oils,C0028908,Oil (substance)
C0016157,fish oils,C0028908,Oil product
C0016157,fish oils,C0028908,Oily
C0016157,fish oils,C0086440,Hypolipidemic Agents
C0016157,fish oils,C0086440,"Agent, Hypolipidemic"
C0016157,fish oils,C0086440,Hypolipidemic Agent
C0016157,fish oils,C0086440,"Agents, Hypolipidemic"
C0016157,fish oils,C0086440,Antihyperlipemics
C0016157,fish oils,C0086440,antihyperlipemic
C0016157,fish oils,C0086440,Antihyperlipidemics
C0016157,fish oils,C0086440,antihyperlipidemic
C0016157,fish oils,C0086440,Antilipemic Agents
C0016157,fish oils,C0086440,"Antilipemic agent, NOS"
C0016157,fish oils,C0086440,antilipemic agent
C0016157,fish oils,C0086440,Antilipaemic agent
C0016157,fish oils,C0086440,"Agents, Antilipemic"
C0016157,fish oils,C0086440,antihyperlipoproteinemic agent
C0016157,fish oils,C0086440,Antilipemics
C0016157,fish oils,C0086440,antilipemic
C0016157,fish oils,C0086440,Antilipemic Drugs
C0016157,fish oils,C0086440,Antilipemic Drug
C0016157,fish oils,C0086440,"Drug, Antilipemic"
C0016157,fish oils,C0086440,"Drugs, Antilipemic"
C0016157,fish oils,C0086440,Lipid lowering drug
C0016157,fish oils,C0086440,drug lipid lowering
C0016157,fish oils,C0086440,drugs lipid lowering
C0016157,fish oils,C0086440,lower lipid drug
C0016157,fish oils,C0086440,806 ANTILIPEMIC AGENTS
C0016157,fish oils,C0086440,Medicinal product acting as antilipemic agent (product)
C0016157,fish oils,C0086440,Antilipemic agent (product)
C0016157,fish oils,C0086440,Antilipemic agent (substance)
C0016157,fish oils,C0086440,Lipid lowering agent
C0016157,fish oils,C0086440,agents lipid lowering
C0016157,fish oils,C0086440,Lipid lowering agents
C0016157,fish oils,C0086440,antihyperlipemics (medication)
C0016157,fish oils,C0086440,Hypolipidemic Drugs
C0016157,fish oils,C0086440,"Drug, Hypolipidemic"
C0016157,fish oils,C0086440,Hypolipidemic Drug
C0016157,fish oils,C0086440,"Drugs, Hypolipidemic"
C0016157,fish oils,C0242295,Dietary Supplements
C0016157,fish oils,C0242295,Dietary Supplement
C0016157,fish oils,C0242295,"Supplements, Dietary"
C0016157,fish oils,C0242295,Food Supplements
C0016157,fish oils,C0242295,Food Supplement
C0016157,fish oils,C0242295,"Supplement, Food"
C0016157,fish oils,C0242295,foods supplements
C0016157,fish oils,C0242295,"Supplements, Food"
C0016157,fish oils,C0242295,Food Supplementations
C0016157,fish oils,C0242295,Dietary Supplementations
C0016157,fish oils,C0242295,"Supplementations, Dietary"
C0016157,fish oils,C0242295,nutrient supplementation
C0016157,fish oils,C0242295,nutritional supplementation
C0016157,fish oils,C0242295,"nutritional supplement,special formulas"
C0016157,fish oils,C0242295,Nutritional supplement
C0016157,fish oils,C0242295,nutritional supplements
C0016157,fish oils,C0242295,Nutrient supplementation (product)
C0016157,fish oils,C0242295,Nutrient supplementation (substance)
C0016157,fish oils,C0242295,Nutritional supplement (product)
C0016157,fish oils,C0242295,Nutritional supplement (substance)
C0016157,fish oils,C0242295,Supplement
C0016157,fish oils,C0242295,dietary supplements (medication)
C0016157,fish oils,C0242295,supplemental nutrition
C0016157,fish oils,C0354657,Omega 3-marine triglycerides
C0016157,fish oils,C0354657,Omega 3-marine triglycerides (product)
C0016157,fish oils,C0354657,Omega 3-marine triglycerides (substance)
C0016157,fish oils,C0452829,Fat and oil
C0016157,fish oils,C0452829,Fats and oils
C0016157,fish oils,C0452829,fat oil
C0016157,fish oils,C0452829,fats oils
C0016157,fish oils,C0452829,oil fat
C0016157,fish oils,C0452829,oils fats
C0016157,fish oils,C0452829,Oils and fats
C0016157,fish oils,C0452829,Fat and oil (substance)
C0016157,fish oils,C0452829,Fats and oils (substance)
C0016157,fish oils,C0452829,Dietary fats and oils
C0016157,fish oils,C1318900,Fish derivative
C0016157,fish oils,C1318900,Fish derivative (substance)
C0016157,fish oils,C1318900,Piscine derivative
C0016157,fish oils,C2316833,Carboxylic acid and/or carboxylic acid derivative-containing product
C0016157,fish oils,C2316833,Carboxylic acid and carboxylic acid derivative (substance)
C0016157,fish oils,C2316833,Carboxylic acid and carboxylic acid derivative-containing product
C0016157,fish oils,C2316833,Product containing carboxylic acid and carboxylic acid derivative
C0016157,fish oils,C2316833,Product containing carboxylic acid and carboxylic acid derivative (product)
C0016157,fish oils,C2316833,Carboxylic acid and carboxylic acid derivative product
C0016157,fish oils,C2316833,Carboxylic acid and carboxylic acid derivative
C0016157,fish oils,C2316833,Product containing carboxylic acid and/or carboxylic acid derivative (product)
C0016157,fish oils,C2316833,Carboxylic acid and/or carboxylic acid derivative
C0016157,fish oils,C2316833,Carboxylic acid or carboxylic acid derivative
C0016157,fish oils,C2316833,Carboxylic acid and/or carboxylic acid derivative (substance)
C0016157,fish oils,C2316833,Carboxylic acid or carboxylic acid derivative (substance)
C0016157,fish oils,C3829196,Marine-based Natural Product
C0016377,flurbiprofen,C0002771,Analgesics
C0016377,flurbiprofen,C0002771,Analgesic
C0016377,flurbiprofen,C0002771,"Analgesic, NOS"
C0016377,flurbiprofen,C0002771,Anodynes
C0016377,flurbiprofen,C0002771,anodyne
C0016377,flurbiprofen,C0002771,Analgesic Agents
C0016377,flurbiprofen,C0002771,Analgesic agent
C0016377,flurbiprofen,C0002771,"Agents, Analgesic"
C0016377,flurbiprofen,C0002771,Analgesic Drugs
C0016377,flurbiprofen,C0002771,analgesic drug
C0016377,flurbiprofen,C0002771,analgesics drugs
C0016377,flurbiprofen,C0002771,analgesics drug
C0016377,flurbiprofen,C0002771,"Drugs, Analgesic"
C0016377,flurbiprofen,C0002771,pain relieving drugs
C0016377,flurbiprofen,C0002771,Pain killers
C0016377,flurbiprofen,C0002771,Pain Relievers
C0016377,flurbiprofen,C0002771,Medicinal product acting as analgesic agent (product)
C0016377,flurbiprofen,C0002771,Analgesic product
C0016377,flurbiprofen,C0002771,Analgesic (product)
C0016377,flurbiprofen,C0002771,Analgesic product (substance)
C0016377,flurbiprofen,C0002771,Analgesic (substance)
C0016377,flurbiprofen,C0002771,Analgesic Preparation
C0016377,flurbiprofen,C0002771,Pain medicine
C0016377,flurbiprofen,C0002771,Pain medicines
C0016377,flurbiprofen,C0002771,Pain-relief Medication
C0016377,flurbiprofen,C0002771,analgesics (medication)
C0016377,flurbiprofen,C0002771,analgesics (pain medication)
C0016377,flurbiprofen,C0002771,pain medication
C0016377,flurbiprofen,C0002771,Painkillers
C0016377,flurbiprofen,C0002771,pain killer drug
C0016377,flurbiprofen,C0003211,"Anti-Inflammatory Agents, Non-Steroidal"
C0016377,flurbiprofen,C0003211,NON-STEROIDAL ANTI-INFLAMMATORY AGENTS
C0016377,flurbiprofen,C0003211,"Non-steroidal anti-inflammatory agent, NOS"
C0016377,flurbiprofen,C0003211,"Agent, Non-Steroidal Anti-Inflammatory"
C0016377,flurbiprofen,C0003211,"Anti-Inflammatory Agent, Non-Steroidal"
C0016377,flurbiprofen,C0003211,Non Steroidal Anti Inflammatory Agent
C0016377,flurbiprofen,C0003211,Non-Steroidal Anti-Inflammatory Agent
C0016377,flurbiprofen,C0003211,Non Steroidal Anti Inflammatory Agents
C0016377,flurbiprofen,C0003211,NSAIDs
C0016377,flurbiprofen,C0003211,NSAID
C0016377,flurbiprofen,C0003211,Non-steroid anti-inflam. drug
C0016377,flurbiprofen,C0003211,NSAID - Non-steroidal anti-inflammatory drug
C0016377,flurbiprofen,C0003211,Non-steroidal anti-inflammatory drug
C0016377,flurbiprofen,C0003211,603-604 NON-STEROIDAL ANTI-INFLAMMATORY AGENTS
C0016377,flurbiprofen,C0003211,NSAID medications
C0016377,flurbiprofen,C0003211,Non-steroidal anti-inflammatory agent (product)
C0016377,flurbiprofen,C0003211,Non-steroidal anti-inflammatory agent (substance)
C0016377,flurbiprofen,C0003211,Non-steroidal anti-inflammatory product
C0016377,flurbiprofen,C0003211,Non-steroidal anti-inflammatory product (substance)
C0016377,flurbiprofen,C0003211,"Anti Inflammatory Agents, Nonsteroidal"
C0016377,flurbiprofen,C0003211,Nonsteroidal anti-inflammatory agents
C0016377,flurbiprofen,C0003211,Nonsteroidal anti-inflammatory agent
C0016377,flurbiprofen,C0003211,"Agent, Nonsteroidal Anti-Inflammatory"
C0016377,flurbiprofen,C0003211,"Anti-Inflammatory Agent, Nonsteroidal"
C0016377,flurbiprofen,C0003211,Nonsteroidal Anti Inflammatory Agent
C0016377,flurbiprofen,C0003211,Nonsteroidal Anti Inflammatory Agents
C0016377,flurbiprofen,C0003211,"Antiinflammatory Agents, Non Steroidal"
C0016377,flurbiprofen,C0003211,"Antiinflammatory Agents, Nonsteroidal"
C0016377,flurbiprofen,C0003211,NONSTEROIDAL ANTIINFLAMMATORY AGENTS
C0016377,flurbiprofen,C0003211,ANTIINFLAMMATORY AGENTS NONSTEROIDAL
C0016377,flurbiprofen,C0003211,nonsteroidal antiinflammatory agent
C0016377,flurbiprofen,C0003211,Nonsteroidal Anti-inflammatory Drugs
C0016377,flurbiprofen,C0003211,nonsteroidal anti-inflammatory drug
C0016377,flurbiprofen,C0003211,Nonsteroidal Antiinflammatory Drug
C0016377,flurbiprofen,C0003211,Nonsteroidal antiinflammatory drugs
C0016377,flurbiprofen,C0003211,ANTI INFLAMM AGENTS NONSTEROIDAL
C0016377,flurbiprofen,C0003211,NSAIA
C0016377,flurbiprofen,C0003211,ANTIINFLAMM AGENTS NON STEROIDAL
C0016377,flurbiprofen,C0003211,NON STEROIDAL ANTI INFLAMM AGENTS
C0016377,flurbiprofen,C0003211,AIANS
C0016377,flurbiprofen,C0003211,nonsteroidal anti-inflammatory drugs (medication)
C0016377,flurbiprofen,C0003211,Non-steroidal anti-inflammatory drug (substance)
C0016377,flurbiprofen,C0003211,nonsteroidal anti-inflammatory drugs (NSAIDs)
C0016377,flurbiprofen,C0007036,Carbonic Anhydrase Inhibitors
C0016377,flurbiprofen,C0007036,carbonic anhydrase inhibitor
C0016377,flurbiprofen,C0007036,anhydrase carbonic inhibitor
C0016377,flurbiprofen,C0007036,"Anhydrase Inhibitor, Carbonic"
C0016377,flurbiprofen,C0007036,"Inhibitor, Carbonic Anhydrase"
C0016377,flurbiprofen,C0007036,"Inhibitors, Carbonic Anhydrase"
C0016377,flurbiprofen,C0007036,Carboxyanhydrase Inhibitors
C0016377,flurbiprofen,C0007036,Carboxyanhydrase Inhibitor
C0016377,flurbiprofen,C0007036,"Inhibitor, Carboxyanhydrase"
C0016377,flurbiprofen,C0007036,"Inhibitors, Carboxyanhydrase"
C0016377,flurbiprofen,C0007036,Carbonate Dehydratase Inhibitors
C0016377,flurbiprofen,C0007036,Carbonate Dehydratase Inhibitor
C0016377,flurbiprofen,C0007036,"Dehydratase Inhibitor, Carbonate"
C0016377,flurbiprofen,C0007036,"Inhibitor, Carbonate Dehydratase"
C0016377,flurbiprofen,C0007036,"Inhibitors, Carbonate Dehydratase"
C0016377,flurbiprofen,C0007036,Carbonic anhydrase inhibitors [no drugs here]
C0016377,flurbiprofen,C0007036,979 CARBONIC ANHYDRASE INHIBITORS
C0016377,flurbiprofen,C0007036,Substance with carbonic anhydrase inhibitor mechanism of action (substance)
C0016377,flurbiprofen,C0007036,Substance with carbonic anhydrase inhibitor mechanism of action
C0016377,flurbiprofen,C0007036,Product containing carbonic anhydrase inhibitor (product)
C0016377,flurbiprofen,C0007036,Carbonic anhydrase inhibitor-containing product
C0016377,flurbiprofen,C0007036,Product containing carbonic anhydrase inhibitor
C0016377,flurbiprofen,C0007036,Carboic anhydrase inhibitor product (product)
C0016377,flurbiprofen,C0007036,Carbonic anhydrase inhibitors [no drugs here] (product)
C0016377,flurbiprofen,C0007036,Carbonic anhydrase inhibitors [no drugs here] (substance)
C0016377,flurbiprofen,C0007036,Carbonic anhydrase inhibitor product
C0016377,flurbiprofen,C0007036,Carbonic anhydrase inhibitor (product)
C0016377,flurbiprofen,C0007036,Carbonic anhydrase inhibitor product (product)
C0016377,flurbiprofen,C0007036,Carbonic anhydrase inhibitor (substance)
C0016377,flurbiprofen,C0007036,CAI - Carbonic anhydrase inhibitor
C0016377,flurbiprofen,C0007036,CARBONIC ANHYDRASE INHIB
C0016377,flurbiprofen,C0007036,CARBOXYANHYDRASE INHIB
C0016377,flurbiprofen,C0007036,CARBONATE DEHYDRATASE INHIB
C0016377,flurbiprofen,C0007036,CARBONIC ANHYDRASE Z INHIBITORS
C0016377,flurbiprofen,C0014432,Enzyme Inhibitors
C0016377,flurbiprofen,C0014432,enzyme inhibitor
C0016377,flurbiprofen,C0014432,enzymes inhibitors
C0016377,flurbiprofen,C0014432,"Inhibitor, Enzyme"
C0016377,flurbiprofen,C0014432,"Inhibitors, Enzyme"
C0016377,flurbiprofen,C0014432,Substance with enzyme inhibitor mechanism of action (substance)
C0016377,flurbiprofen,C0014432,Substance with enzyme inhibitor mechanism of action
C0016377,flurbiprofen,C0014432,Enzyme inhibitor-containing product
C0016377,flurbiprofen,C0014432,Product containing enzyme inhibitor
C0016377,flurbiprofen,C0014432,Product containing enzyme inhibitor (product)
C0016377,flurbiprofen,C0014432,Enzyme inhibitor product
C0016377,flurbiprofen,C0014432,Enzyme inhibitor (product)
C0016377,flurbiprofen,C0014432,Enzyme inhibitor (substance)
C0016377,flurbiprofen,C0014432,ENZYME INHIB
C0016377,flurbiprofen,C0016377,flurbiprofen
C0016377,flurbiprofen,C0016377,Flubiprofen
C0016377,flurbiprofen,C0016377,Fluriproben
C0016377,flurbiprofen,C0016377,"2-Fluoro-alpha-methyl-(1,1'-biphenyl)-4-acetic Acid"
C0016377,flurbiprofen,C0016377,"(1,1'-Biphenyl)-4-acetic acid, 2-fluoro-alpha-methyl-"
C0016377,flurbiprofen,C0016377,"2-fluoro-alpha-methyl[1,1'-biphenyl]-4-acetic Acid"
C0016377,flurbiprofen,C0016377,2-(2-fluorobiphenyl-4-yl)propanoic acid
C0016377,flurbiprofen,C0016377,Flurbiprofeno
C0016377,flurbiprofen,C0016377,3-fluoro-4-phenylhydratropic acid
C0016377,flurbiprofen,C0016377,Flurbiprofene
C0016377,flurbiprofen,C0016377,Flurbiprofenum
C0016377,flurbiprofen,C0016377,Flurbiprofen-containing product
C0016377,flurbiprofen,C0016377,Product containing flurbiprofen
C0016377,flurbiprofen,C0016377,Product containing flurbiprofen (medicinal product)
C0016377,flurbiprofen,C0016377,(±)-2-fluoro-α-methyl-4-biphenylacetic acid
C0016377,flurbiprofen,C0016377,"2-fluoro-α-methyl-(1,1'-biphenyl)-4-acetic acid"
C0016377,flurbiprofen,C0016377,Flurbiprofen [oropharyngeal]
C0016377,flurbiprofen,C0016377,Flurbiprofen [oropharyngeal] (product)
C0016377,flurbiprofen,C0016377,Flurbiprofen [oropharyngeal] (substance)
C0016377,flurbiprofen,C0016377,Flurbiprofen product
C0016377,flurbiprofen,C0016377,Flurbiprofen (product)
C0016377,flurbiprofen,C0016377,Flurbiprofen product (substance)
C0016377,flurbiprofen,C0016377,Flurbiprofen (substance)
C0016377,flurbiprofen,C0016377,flurbiprofen (medication)
C0016377,flurbiprofen,C0058372,diphenyl (fungicide)
C0016377,flurbiprofen,C0058372,diphenyl
C0016377,flurbiprofen,C0058372,"1,1'-biphenyl"
C0016377,flurbiprofen,C0058372,Biphenyl
C0016377,flurbiprofen,C0058372,biphenyls
C0016377,flurbiprofen,C0058372,Phenylbenzene
C0016377,flurbiprofen,C0058372,Diphenyl (substance)
C0016377,flurbiprofen,C0085387,Cyclooxygenase Inhibitors
C0016377,flurbiprofen,C0085387,Cyclooxygenase inhibitor
C0016377,flurbiprofen,C0085387,"Inhibitor, Cyclooxygenase"
C0016377,flurbiprofen,C0085387,"Inhibitors, Cyclooxygenase"
C0016377,flurbiprofen,C0085387,Prostaglandin Synthesis Antagonists
C0016377,flurbiprofen,C0085387,"Antagonist, Prostaglandin Synthesis"
C0016377,flurbiprofen,C0085387,Prostaglandin Synthesis Antagonist
C0016377,flurbiprofen,C0085387,"Synthesis Antagonist, Prostaglandin"
C0016377,flurbiprofen,C0085387,"Antagonists, Prostaglandin Synthesis"
C0016377,flurbiprofen,C0085387,Prostaglandin Endoperoxide Synthase Inhibitors
C0016377,flurbiprofen,C0085387,Prostaglandin-endoperoxide synthase inhibitor
C0016377,flurbiprofen,C0085387,Prostaglandin Endoperoxide Synthase Inhibitor
C0016377,flurbiprofen,C0085387,"Inhibitors, Prostaglandin Endoperoxide Synthase"
C0016377,flurbiprofen,C0085387,"Inhibitors, Prostaglandin-Endoperoxide Synthase"
C0016377,flurbiprofen,C0085387,Prostaglandin Synthase Inhibitors
C0016377,flurbiprofen,C0085387,inhibitors prostaglandin synthase
C0016377,flurbiprofen,C0085387,"Inhibitor, Prostaglandin Synthase"
C0016377,flurbiprofen,C0085387,Prostaglandin Synthase Inhibitor
C0016377,flurbiprofen,C0085387,"Synthase Inhibitor, Prostaglandin"
C0016377,flurbiprofen,C0085387,"Inhibitors, Prostaglandin Synthase"
C0016377,flurbiprofen,C0085387,Prostaglandin G/H Synthase Inhibitor
C0016377,flurbiprofen,C0085387,PTGS inhibitor
C0016377,flurbiprofen,C0085387,Substance with prostaglandin-endoperoxide synthase inhibitor mechanism of action (substance)
C0016377,flurbiprofen,C0085387,Cyclo-Oxygenase Inhibitors
C0016377,flurbiprofen,C0085387,Cyclo Oxygenase Inhibitors
C0016377,flurbiprofen,C0085387,Cyclo Oxygenase Inhibitor
C0016377,flurbiprofen,C0085387,Cyclo-Oxygenase Inhibitor
C0016377,flurbiprofen,C0085387,"Inhibitor, Cyclo-Oxygenase"
C0016377,flurbiprofen,C0085387,"Inhibitors, Cyclo Oxygenase"
C0016377,flurbiprofen,C0085387,"Inhibitors, Cyclo-Oxygenase"
C0016377,flurbiprofen,C0085387,PG SYN ANTAG
C0016377,flurbiprofen,C0085387,CYCLO OXYGENASE INHIB
C0016377,flurbiprofen,C0085387,INHIB CYCLO OXYGENASE
C0016377,flurbiprofen,C0085387,CYCLOOXYGENASE INHIB
C0016377,flurbiprofen,C0085387,INHIB CYCLOOXYGENASE
C0016377,flurbiprofen,C0085387,INHIB PG ENDOPEROXIDE SYNTHASE
C0016377,flurbiprofen,C0085387,PG ENDOPEROXIDE SYNTHASE INHIB
C0016377,flurbiprofen,C0085387,INHIB PG SYNTHASE
C0016377,flurbiprofen,C0085387,PG SYNTHASE INHIB
C0016377,flurbiprofen,C0085387,COX inhibitor
C0016377,flurbiprofen,C0085387,Clyclooxygenases Inhibitor
C0016377,flurbiprofen,C0579013,Propionic acid and/or propionic acid derivative-containing product
C0016377,flurbiprofen,C0579013,Propionic acid and derivatives
C0016377,flurbiprofen,C0579013,Product containing propionic acid and propionic acid derivative (product)
C0016377,flurbiprofen,C0579013,Propionic acid and propionic acid derivative (substance)
C0016377,flurbiprofen,C0579013,Propionic acid and propionic acid derivative product
C0016377,flurbiprofen,C0579013,Propionic acid and propionic acid derivative
C0016377,flurbiprofen,C0579013,Propionic acid and propionic acid derivative-containing product
C0016377,flurbiprofen,C0579013,Product containing propionic acid and propionic acid derivative
C0016377,flurbiprofen,C0579013,Product containing propionic acid and/or propionic acid derivative (product)
C0016377,flurbiprofen,C0579013,Propionic acid and derivatives (substance)
C0016377,flurbiprofen,C0579013,Propionic acid and/or propionic acid derivative
C0016377,flurbiprofen,C0579013,Propionic acid or propionic acid derivative
C0016377,flurbiprofen,C0579013,Propionic acid and/or propionic acid derivative (substance)
C0016377,flurbiprofen,C0579013,Propionic acid or propionic acid derivative (substance)
C0016377,flurbiprofen,C1626403,Propionic acid derivative anti-inflammatory agent
C0016377,flurbiprofen,C1626403,Propionic acid derivative anti-inflammatory agent (substance)
C0018026,gold,C0003191,Antirheumatic Agents
C0018026,gold,C0003191,antirheumatic agent
C0018026,gold,C0003191,"Agent, Antirheumatic"
C0018026,gold,C0003191,Antirheumatic Drugs
C0018026,gold,C0003191,antirheumatic drug
C0018026,gold,C0003191,"Drug, Antirheumatic"
C0018026,gold,C0003191,ANTIRHEUMATICS
C0018026,gold,C0003191,Antirheumatic
C0018026,gold,C0003191,Medicinal product acting as antirheumatic agent (product)
C0018026,gold,C0003191,Anti-rheumatic agent (product)
C0018026,gold,C0003191,Anti-rheumatic agent (substance)
C0018026,gold,C0003191,Anti-Rheumatic Agents
C0018026,gold,C0003191,"Anti-rheumatic agent, NOS"
C0018026,gold,C0003191,Anti Rheumatic Agents
C0018026,gold,C0003191,"Agent, Anti-Rheumatic"
C0018026,gold,C0003191,Anti Rheumatic Agent
C0018026,gold,C0003191,Anti-Rheumatic Agent
C0018026,gold,C0003191,Anti-Rheumatic Drugs
C0018026,gold,C0003191,anti rheumatic drugs
C0018026,gold,C0003191,anti rheumatic drug
C0018026,gold,C0003191,Anti-Rheumatic Drug
C0018026,gold,C0003191,"Drug, Anti-Rheumatic"
C0018026,gold,C0003191,Antirheumatic Agent [TC]
C0018026,gold,C0013227,Pharmaceutical Preparations
C0018026,gold,C0013227,pharmaceutical preparation
C0018026,gold,C0013227,"Preparation, Pharmaceutical"
C0018026,gold,C0013227,"Preparations, Pharmaceutical"
C0018026,gold,C0013227,Drugs
C0018026,gold,C0013227,Drug
C0018026,gold,C0013227,"Drug, NOS"
C0018026,gold,C0013227,Medicine
C0018026,gold,C0013227,Medicines
C0018026,gold,C0013227,"Medicine, NOS"
C0018026,gold,C0013227,Drug/agent
C0018026,gold,C0013227,General drug type
C0018026,gold,C0013227,"Drug preparation, NOS"
C0018026,gold,C0013227,Drug preparation
C0018026,gold,C0013227,Medication
C0018026,gold,C0013227,"Medication, NOS"
C0018026,gold,C0013227,medications
C0018026,gold,C0013227,Medication(s)
C0018026,gold,C0013227,Pharmaceutic Preparations
C0018026,gold,C0013227,"Preparations, Pharmaceutic"
C0018026,gold,C0013227,Drug medicamt or bio substnce
C0018026,gold,C0013227,"Drug, medicament or biological substance"
C0018026,gold,C0013227,Medicinal product (product)
C0018026,gold,C0013227,Pharmaceuticals
C0018026,gold,C0013227,Pharmaceutical
C0018026,gold,C0013227,Pharmaceutical / biologic product
C0018026,gold,C0013227,Pharmaceutical / biologic product (product)
C0018026,gold,C0013227,"Drug, medicament or biological substance (substance)"
C0018026,gold,C0013227,General drug type (product)
C0018026,gold,C0013227,General drug type (substance)
C0018026,gold,C0013227,Drug preparation (product)
C0018026,gold,C0013227,Drug preparation (substance)
C0018026,gold,C0013227,Drug Product
C0018026,gold,C0013227,Drug (substance)
C0018026,gold,C0013227,Medicinal product
C0018026,gold,C0013227,medicinal products
C0018026,gold,C0013227,Drug or medicament
C0018026,gold,C0013227,Drug or medicament (substance)
C0018026,gold,C0013227,Pharmaceutical Products
C0018026,gold,C0013227,"Product, Pharmaceutical"
C0018026,gold,C0013227,Pharmaceutical Product
C0018026,gold,C0013227,"Products, Pharmaceutical"
C0018026,gold,C0013227,PHARM PREPARATIONS
C0018026,gold,C0013227,PREPARATIONS PHARM
C0018026,gold,C0013879,Elements
C0018026,gold,C0013879,element
C0018026,gold,C0013879,"Element, NOS"
C0018026,gold,C0013879,Chemical element
C0018026,gold,C0013879,"Element, chemical"
C0018026,gold,C0013879,Chemical Elements
C0018026,gold,C0013879,"Chemical element, NOS"
C0018026,gold,C0013879,Chemical element (substance)
C0018026,gold,C0018026,gold
C0018026,gold,C0018026,Golds
C0018026,gold,C0018026,"Gold, NOS"
C0018026,gold,C0018026,"Medicinal gold, NOS"
C0018026,gold,C0018026,MEDICINAL GOLD
C0018026,gold,C0018026,Gold product
C0018026,gold,C0018026,Au
C0018026,gold,C0018026,Assay of gold
C0018026,gold,C0018026,Au - Gold
C0018026,gold,C0018026,B82 MEDICINAL GOLD
C0018026,gold,C0018026,Product containing medicinal gold
C0018026,gold,C0018026,Product containing medicinal gold (medicinal product)
C0018026,gold,C0018026,Product containing gold (product)
C0018026,gold,C0018026,Gold-containing product
C0018026,gold,C0018026,Product containing gold
C0018026,gold,C0018026,Product containing gold (medicinal product)
C0018026,gold,C0018026,Au element
C0018026,gold,C0018026,Medicinal gold (product)
C0018026,gold,C0018026,Medicinal gold (substance)
C0018026,gold,C0018026,Gold (substance)
C0018026,gold,C0018026,gold (medication)
C0018026,gold,C0018026,gold in a drug form
C0018026,gold,C0018026,gold drug
C0018026,gold,C0025552,Metals
C0018026,gold,C0025552,Metal
C0018026,gold,C0025552,"Metal, NOS"
C0018026,gold,C0025552,Metal element
C0018026,gold,C0025552,Metal (element)
C0018026,gold,C0025552,Metallic Elements
C0018026,gold,C0025552,Metal element (substance)
C0018026,gold,C0025552,Metal (element) (substance)
C0018026,gold,C0025552,"Metal (element, substance) (substance)"
C0018026,gold,C0025552,Metal (substance)
C0018026,gold,C0303411,Gold and/or gold compound-containing product
C0018026,gold,C0303411,GOLD AND GOLD COMPOUNDS
C0018026,gold,C0303411,Gold and gold compound
C0018026,gold,C0303411,Gold and its derivatives
C0018026,gold,C0303411,146 GOLD AND GOLD COMPOUNDS
C0018026,gold,C0303411,Gold and gold compound (substance)
C0018026,gold,C0303411,Gold and gold compound product
C0018026,gold,C0303411,Gold and gold compound-containing product
C0018026,gold,C0303411,Product containing gold and gold compound
C0018026,gold,C0303411,Product containing gold and gold compound (product)
C0018026,gold,C0303411,Product containing gold and/or gold compound (product)
C0018026,gold,C0303411,Gold and/or gold compound
C0018026,gold,C0303411,Gold and/or gold compound (substance)
C0018026,gold,C0347988,"Metals, Heavy"
C0018026,gold,C0347988,heavy metals
C0018026,gold,C0347988,Heavy metal
C0018026,gold,C0347988,"Heavy metal, NOS"
C0018026,gold,C0347988,"Metal, Heavy"
C0018026,gold,C0347988,Heavy metal (substance)
C0018026,gold,C1320236,Allergen class
C0018026,gold,C1320236,Allergen class (substance)
C0018026,gold,C1320237,Drug allergens
C0018026,gold,C1320237,Drug allergen
C0018026,gold,C1320237,Drug allergen (substance)
C0018026,gold,C1532645,Drug allergen by structure
C0018026,gold,C1532645,Drug allergen by structure (substance)
C0018026,gold,C1534649,Analgesic/antipyretic/antirheumatic
C0018026,gold,C1534649,Analgesic/antipyretic/antirheumatic drug
C0018026,gold,C1534649,Analgesic/antipyretic/antirheumatic drug (product)
C0018026,gold,C1534649,Analgesic/antipyretic/antirheumatic (substance)
C0018026,gold,C2064752,antiarthritics
C0018026,gold,C2064752,antiarthritics (medication)
C0018026,gold,C4707941,Medicinal product categorized by chemical element
C0018026,gold,C4707941,Medicinal product categorised by chemical element
C0018026,gold,C4707941,Medicinal product categorized by chemical element (product)
C0018033,aurothioglucose,C0003191,Antirheumatic Agents
C0018033,aurothioglucose,C0003191,antirheumatic agent
C0018033,aurothioglucose,C0003191,"Agent, Antirheumatic"
C0018033,aurothioglucose,C0003191,Antirheumatic Drugs
C0018033,aurothioglucose,C0003191,antirheumatic drug
C0018033,aurothioglucose,C0003191,"Drug, Antirheumatic"
C0018033,aurothioglucose,C0003191,ANTIRHEUMATICS
C0018033,aurothioglucose,C0003191,Antirheumatic
C0018033,aurothioglucose,C0003191,Medicinal product acting as antirheumatic agent (product)
C0018033,aurothioglucose,C0003191,Anti-rheumatic agent (product)
C0018033,aurothioglucose,C0003191,Anti-rheumatic agent (substance)
