MedicationCui,MedicationStr,ClassCui,ClassStr
C0167117,exenatide,C1562104,Product containing incretin mimetic
C0167117,exenatide,C1562104,Substance with glucagon-like peptide 1 receptor agonist mechanism of action (substance)
C0167117,exenatide,C1562104,Incretin mimetic
C0167117,exenatide,C1562104,Glucagon-like peptide 1 receptor agonist-containing product
C0167117,exenatide,C1562104,Incretin mimetic agent
C0167117,exenatide,C1562104,Incretin mimetic agent (substance)
C0167117,exenatide,C1562104,Incretin mimetic product
C0167117,exenatide,C1562104,Incretin mimetic product (product)
C0167117,exenatide,C1562104,Glucagon-like peptide 1 receptor agonist
C0167117,exenatide,C1562104,GLP-1 receptor agonist
C0167117,exenatide,C1562292,Incretins
C0167117,exenatide,C1562292,incretin
C0167117,exenatide,C1562292,incretin hormone
C0167117,exenatide,C1562292,Incretin (substance)
C0167117,exenatide,C1562292,Glucose-Dependent Insulin-Releasing Hormone
C0167117,exenatide,C1562292,Glucose Dependent Insulin Releasing Hormone
C0167117,exenatide,C1562292,"Hormone, Glucose-Dependent Insulin-Releasing"
C0167117,exenatide,C1562292,"Insulin-Releasing Hormone, Glucose-Dependent"
C0167117,exenatide,C3273809,GLP-1 Mimetics
C0167117,exenatide,C3273809,GLP-1 Analogue
C0245514,troglitazone,C0020616,Hypoglycemic Agents
C0245514,troglitazone,C0020616,hypoglycemic agent
C0245514,troglitazone,C0020616,Hypoglycaemic agent
C0245514,troglitazone,C0020616,"Agent, Hypoglycemic"
C0245514,troglitazone,C0020616,"Agents, Hypoglycemic"
C0245514,troglitazone,C0020616,Hypoglycemic Drugs
C0245514,troglitazone,C0020616,Hypoglycemic drug
C0245514,troglitazone,C0020616,"Hypoglycemic drug, NOS"
C0245514,troglitazone,C0020616,"Hypoglycaemic drug, NOS"
C0245514,troglitazone,C0020616,"Drug, Hypoglycemic"
C0245514,troglitazone,C0020616,Hypoglycaemic drug
C0245514,troglitazone,C0020616,"Drugs, Hypoglycemic"
C0245514,troglitazone,C0020616,Hypoglycemics
C0245514,troglitazone,C0020616,hypoglycaemic
C0245514,troglitazone,C0020616,hypoglycemic
C0245514,troglitazone,C0020616,Drugs for hypoglycaemia
C0245514,troglitazone,C0020616,Drugs for hypoglycemia
C0245514,troglitazone,C0020616,Antihyperglycemic Agents
C0245514,troglitazone,C0020616,"Agent, Antihyperglycemic"
C0245514,troglitazone,C0020616,Antihyperglycemic Agent
C0245514,troglitazone,C0020616,"Agents, Antihyperglycemic"
C0245514,troglitazone,C0020616,Hypoglycemic agent (product)
C0245514,troglitazone,C0020616,Hypoglycemic agent (substance)
C0245514,troglitazone,C0020616,Drugs for hypoglycemia (product)
C0245514,troglitazone,C0020616,Drugs for hypoglycemia (substance)
C0245514,troglitazone,C0020616,Hypoglycemic drug (substance)
C0245514,troglitazone,C0020616,Hypoglycemic product
C0245514,troglitazone,C0020616,Hypoglycaemic product
C0245514,troglitazone,C0020616,Hypoglycemic product (product)
C0245514,troglitazone,C0020616,Anti-hyperglycemics
C0245514,troglitazone,C0020616,Antihyperglycemics
C0245514,troglitazone,C0020616,antihyperglycemic
C0245514,troglitazone,C0020616,Hypoglycemic Medicines
C0245514,troglitazone,C0020616,Diabetes Medicines
C0245514,troglitazone,C0245514,troglitazone
C0245514,troglitazone,C0245514,"2,4-Thiazolidinedione, 5-((4-((3,4-dihydro-6-hydroxy-2,5,7,8-tetramethyl-2H-1-benzopyran-2-yl)methoxy)phenyl)methyl)-"
C0245514,troglitazone,C0245514,"5-((4-((3,4-dihydro-6-hydroxy-2,5,7,8-tetramethyl-2H-1-benzopyran-2-yl)methoxy)phenyl)methyl)-2,4-Thiazolidinedione"
C0245514,troglitazone,C0245514,"5-[4-[(6-Hydroxy-2,5,7,8-tetramethylchroman-2-yl)methoxy]benzyl]-2,4-thiazolidinedione"
C0245514,troglitazone,C0245514,Product containing troglitazone (medicinal product)
C0245514,troglitazone,C0245514,Troglitazone-containing product
C0245514,troglitazone,C0245514,Product containing troglitazone
C0245514,troglitazone,C0245514,"5-(4-((6-Hydroxy-2,5,7,8-tetramethylchroman-2-yl-methoxy)benzyl)-2,4-thiazolidinedione) - T"
C0245514,troglitazone,C0245514,Troglitazona
C0245514,troglitazone,C0245514,troglitazone (medication)
C0245514,troglitazone,C0245514,Troglitazone product
C0245514,troglitazone,C0245514,Troglitazone (product)
C0245514,troglitazone,C0245514,Troglitazone (substance)
C0245514,troglitazone,C0245514,"5-[[4-[4(3,4-Dihydro-6-hydroxy-2,5,7,8-tetramethyl-2H-1-benzopyran-2-yl)methoxy]phenyl]methyl\-2,4-thiazolidinedione"
C0245514,troglitazone,C1257987,Thiazolidinediones
C0245514,troglitazone,C1257987,thiazolidinedione
C0245514,troglitazone,C1257987,Product containing thiazolidinedione (medicinal product)
C0245514,troglitazone,C1257987,Thiazolidinedione-containing product
C0245514,troglitazone,C1257987,Product containing thiazolidinedione
C0245514,troglitazone,C1257987,Product containing thiazolidinedione (product)
C0245514,troglitazone,C1257987,Glitazones
C0245514,troglitazone,C1257987,glitazone
C0245514,troglitazone,C1257987,Thiazolidinedione product
C0245514,troglitazone,C1257987,Thiazolidinedione (product)
C0245514,troglitazone,C1257987,Thiazolidinedione (substance)
C0245514,troglitazone,C1257987,thiazolidinediones (medication)
C0245514,troglitazone,C1511939,Differentiation Inducer
C0245514,troglitazone,C1511939,Differentiating Agents
C0245514,troglitazone,C1511939,Differentiation Agents
C0245514,troglitazone,C3273907,Thiazolidinedione Antidiabetic Agent
C0245514,troglitazone,C3273907,Thiazolidinedione
C0246689,repaglinide,C0020616,Hypoglycemic Agents
C0246689,repaglinide,C0020616,hypoglycemic agent
C0246689,repaglinide,C0020616,Hypoglycaemic agent
C0246689,repaglinide,C0020616,"Agent, Hypoglycemic"
C0246689,repaglinide,C0020616,"Agents, Hypoglycemic"
C0246689,repaglinide,C0020616,Hypoglycemic Drugs
C0246689,repaglinide,C0020616,Hypoglycemic drug
C0246689,repaglinide,C0020616,"Hypoglycemic drug, NOS"
C0246689,repaglinide,C0020616,"Hypoglycaemic drug, NOS"
C0246689,repaglinide,C0020616,"Drug, Hypoglycemic"
C0246689,repaglinide,C0020616,Hypoglycaemic drug
C0246689,repaglinide,C0020616,"Drugs, Hypoglycemic"
C0246689,repaglinide,C0020616,Hypoglycemics
C0246689,repaglinide,C0020616,hypoglycaemic
C0246689,repaglinide,C0020616,hypoglycemic
C0246689,repaglinide,C0020616,Drugs for hypoglycaemia
C0246689,repaglinide,C0020616,Drugs for hypoglycemia
C0246689,repaglinide,C0020616,Antihyperglycemic Agents
C0246689,repaglinide,C0020616,"Agent, Antihyperglycemic"
C0246689,repaglinide,C0020616,Antihyperglycemic Agent
C0246689,repaglinide,C0020616,"Agents, Antihyperglycemic"
C0246689,repaglinide,C0020616,Hypoglycemic agent (product)
C0246689,repaglinide,C0020616,Hypoglycemic agent (substance)
C0246689,repaglinide,C0020616,Drugs for hypoglycemia (product)
C0246689,repaglinide,C0020616,Drugs for hypoglycemia (substance)
C0246689,repaglinide,C0020616,Hypoglycemic drug (substance)
C0246689,repaglinide,C0020616,Hypoglycemic product
C0246689,repaglinide,C0020616,Hypoglycaemic product
C0246689,repaglinide,C0020616,Hypoglycemic product (product)
C0246689,repaglinide,C0020616,Anti-hyperglycemics
C0246689,repaglinide,C0020616,Antihyperglycemics
C0246689,repaglinide,C0020616,antihyperglycemic
C0246689,repaglinide,C0020616,Hypoglycemic Medicines
C0246689,repaglinide,C0020616,Diabetes Medicines
C0246689,repaglinide,C0065880,Meglitinide
C0246689,repaglinide,C0065880,meglitinides
C0246689,repaglinide,C0065880,4-(2-(5-chloro-2-methoxybenzamido)ethyl)benzoic acid
C0246689,repaglinide,C0065880,Meglitinide-containing product
C0246689,repaglinide,C0065880,Product containing meglitinide
C0246689,repaglinide,C0065880,Product containing meglitinide (medicinal product)
C0246689,repaglinide,C0065880,Meglitinide product
C0246689,repaglinide,C0065880,Meglitinide (product)
C0246689,repaglinide,C0065880,Meglitinide (substance)
C0246689,repaglinide,C0246689,repaglinide
C0246689,repaglinide,C0246689,(+)-repaglinide
C0246689,repaglinide,C0246689,Repaglinida
C0246689,repaglinide,C0246689,Repaglinidum
C0246689,repaglinide,C0246689,Repaglinide-containing product
C0246689,repaglinide,C0246689,Product containing repaglinide
C0246689,repaglinide,C0246689,Product containing repaglinide (medicinal product)
C0246689,repaglinide,C0246689,(S)-2-ethoxy-4-(2-((3-methyl-1-(2-(1-piperidinyl)-phenyl)butyl)amino)-2-oxoethyl)-benzoic acid
C0246689,repaglinide,C0246689,"Benzoic Acid, 2-ethoxy-4-(2-((3-methyl-1-(2-(1-piperidinyl)phenyl)butyl)amino)-2-oxoethyl)-,(S)-"
C0246689,repaglinide,C0246689,Repaglinide product
C0246689,repaglinide,C0246689,Repaglinide (product)
C0246689,repaglinide,C0246689,Repaglinide (substance)
C0246689,repaglinide,C0246689,(+)-2-ethoxy-alpha-(((S)-alpha-isobutyl-o-piperidinobenzyl)carbamoyl)-p-toluic acid
C0246689,repaglinide,C0246689,repa-glinide
C0246689,repaglinide,C0246689,repaglinide (medication)
C0246689,repaglinide,C0359086,Oral hypoglycemic
C0246689,repaglinide,C0359086,Oral hypoglycaemic
C0246689,repaglinide,C0359086,hypoglycemics oral
C0246689,repaglinide,C0359086,Hypoglycemics.oral
C0246689,repaglinide,C0359086,oral hypoglycemics
C0246689,repaglinide,C0359086,agent hypoglycemic oral
C0246689,repaglinide,C0359086,agents hypoglycemics oral
C0246689,repaglinide,C0359086,oral hypoglycemic agents
C0246689,repaglinide,C0359086,oral hypoglycemic agent
C0246689,repaglinide,C0359086,Oral hypoglycemic (product)
C0246689,repaglinide,C0359086,Oral hypoglycemic (substance)
C0246689,repaglinide,C0359086,oral hypoglycemics (medication)
C0246689,repaglinide,C1268914,Piperidine derivative
C0246689,repaglinide,C1268914,Product containing piperidine derivative (product)
C0246689,repaglinide,C1268914,Piperidine derivative-containing product
C0246689,repaglinide,C1268914,Product containing piperidine derivative
C0246689,repaglinide,C1268914,Piperidine derivative product
C0246689,repaglinide,C1268914,Piperidine derivative (product)
C0246689,repaglinide,C1268914,Piperidine derivative (substance)
C0246689,repaglinide,C1320236,Allergen class
C0246689,repaglinide,C1320236,Allergen class (substance)
C0246689,repaglinide,C1320237,Drug allergens
C0246689,repaglinide,C1320237,Drug allergen
C0246689,repaglinide,C1320237,Drug allergen (substance)
C0246689,repaglinide,C3273803,Meglitinide Antidiabetic Agent
C0246689,repaglinide,C3537178,Glinides
C0246689,repaglinide,C3537178,oral hypoglycemics glinides
C0246689,repaglinide,C3537178,glinides (medication)
C0246689,repaglinide,C3537178,Glinides [EXT]
C0289313,rosiglitazone,C0020616,Hypoglycemic Agents
C0289313,rosiglitazone,C0020616,hypoglycemic agent
C0289313,rosiglitazone,C0020616,Hypoglycaemic agent
C0289313,rosiglitazone,C0020616,"Agent, Hypoglycemic"
C0289313,rosiglitazone,C0020616,"Agents, Hypoglycemic"
C0289313,rosiglitazone,C0020616,Hypoglycemic Drugs
C0289313,rosiglitazone,C0020616,Hypoglycemic drug
C0289313,rosiglitazone,C0020616,"Hypoglycemic drug, NOS"
C0289313,rosiglitazone,C0020616,"Hypoglycaemic drug, NOS"
C0289313,rosiglitazone,C0020616,"Drug, Hypoglycemic"
C0289313,rosiglitazone,C0020616,Hypoglycaemic drug
C0289313,rosiglitazone,C0020616,"Drugs, Hypoglycemic"
C0289313,rosiglitazone,C0020616,Hypoglycemics
C0289313,rosiglitazone,C0020616,hypoglycaemic
C0289313,rosiglitazone,C0020616,hypoglycemic
C0289313,rosiglitazone,C0020616,Drugs for hypoglycaemia
C0289313,rosiglitazone,C0020616,Drugs for hypoglycemia
C0289313,rosiglitazone,C0020616,Antihyperglycemic Agents
C0289313,rosiglitazone,C0020616,"Agent, Antihyperglycemic"
C0289313,rosiglitazone,C0020616,Antihyperglycemic Agent
C0289313,rosiglitazone,C0020616,"Agents, Antihyperglycemic"
C0289313,rosiglitazone,C0020616,Hypoglycemic agent (product)
C0289313,rosiglitazone,C0020616,Hypoglycemic agent (substance)
C0289313,rosiglitazone,C0020616,Drugs for hypoglycemia (product)
C0289313,rosiglitazone,C0020616,Drugs for hypoglycemia (substance)
C0289313,rosiglitazone,C0020616,Hypoglycemic drug (substance)
C0289313,rosiglitazone,C0020616,Hypoglycemic product
C0289313,rosiglitazone,C0020616,Hypoglycaemic product
C0289313,rosiglitazone,C0020616,Hypoglycemic product (product)
C0289313,rosiglitazone,C0020616,Anti-hyperglycemics
C0289313,rosiglitazone,C0020616,Antihyperglycemics
C0289313,rosiglitazone,C0020616,antihyperglycemic
C0289313,rosiglitazone,C0020616,Hypoglycemic Medicines
C0289313,rosiglitazone,C0020616,Diabetes Medicines
C0289313,rosiglitazone,C0359086,Oral hypoglycemic
C0289313,rosiglitazone,C0359086,Oral hypoglycaemic
C0289313,rosiglitazone,C0359086,hypoglycemics oral
C0289313,rosiglitazone,C0359086,Hypoglycemics.oral
C0289313,rosiglitazone,C0359086,oral hypoglycemics
C0289313,rosiglitazone,C0359086,agent hypoglycemic oral
C0289313,rosiglitazone,C0359086,agents hypoglycemics oral
C0289313,rosiglitazone,C0359086,oral hypoglycemic agents
C0289313,rosiglitazone,C0359086,oral hypoglycemic agent
C0289313,rosiglitazone,C0359086,Oral hypoglycemic (product)
C0289313,rosiglitazone,C0359086,Oral hypoglycemic (substance)
C0289313,rosiglitazone,C0359086,oral hypoglycemics (medication)
C0289313,rosiglitazone,C1257987,Thiazolidinediones
C0289313,rosiglitazone,C1257987,thiazolidinedione
C0289313,rosiglitazone,C1257987,Product containing thiazolidinedione (medicinal product)
C0289313,rosiglitazone,C1257987,Thiazolidinedione-containing product
C0289313,rosiglitazone,C1257987,Product containing thiazolidinedione
C0289313,rosiglitazone,C1257987,Product containing thiazolidinedione (product)
C0289313,rosiglitazone,C1257987,Glitazones
C0289313,rosiglitazone,C1257987,glitazone
C0289313,rosiglitazone,C1257987,Thiazolidinedione product
C0289313,rosiglitazone,C1257987,Thiazolidinedione (product)
C0289313,rosiglitazone,C1257987,Thiazolidinedione (substance)
C0289313,rosiglitazone,C1257987,thiazolidinediones (medication)
C0289313,rosiglitazone,C1511939,Differentiation Inducer
C0289313,rosiglitazone,C1511939,Differentiating Agents
C0289313,rosiglitazone,C1511939,Differentiation Agents
C0289313,rosiglitazone,C3273907,Thiazolidinedione Antidiabetic Agent
C0289313,rosiglitazone,C3273907,Thiazolidinedione
C0293359,insulin lispro,C0020616,Hypoglycemic Agents
C0293359,insulin lispro,C0020616,hypoglycemic agent
C0293359,insulin lispro,C0020616,Hypoglycaemic agent
C0293359,insulin lispro,C0020616,"Agent, Hypoglycemic"
C0293359,insulin lispro,C0020616,"Agents, Hypoglycemic"
C0293359,insulin lispro,C0020616,Hypoglycemic Drugs
C0293359,insulin lispro,C0020616,Hypoglycemic drug
C0293359,insulin lispro,C0020616,"Hypoglycemic drug, NOS"
C0293359,insulin lispro,C0020616,"Hypoglycaemic drug, NOS"
C0293359,insulin lispro,C0020616,"Drug, Hypoglycemic"
C0293359,insulin lispro,C0020616,Hypoglycaemic drug
C0293359,insulin lispro,C0020616,"Drugs, Hypoglycemic"
C0293359,insulin lispro,C0020616,Hypoglycemics
C0293359,insulin lispro,C0020616,hypoglycaemic
C0293359,insulin lispro,C0020616,hypoglycemic
C0293359,insulin lispro,C0020616,Drugs for hypoglycaemia
C0293359,insulin lispro,C0020616,Drugs for hypoglycemia
C0293359,insulin lispro,C0020616,Antihyperglycemic Agents
C0293359,insulin lispro,C0020616,"Agent, Antihyperglycemic"
C0293359,insulin lispro,C0020616,Antihyperglycemic Agent
C0293359,insulin lispro,C0020616,"Agents, Antihyperglycemic"
C0293359,insulin lispro,C0020616,Hypoglycemic agent (product)
C0293359,insulin lispro,C0020616,Hypoglycemic agent (substance)
C0293359,insulin lispro,C0020616,Drugs for hypoglycemia (product)
C0293359,insulin lispro,C0020616,Drugs for hypoglycemia (substance)
C0293359,insulin lispro,C0020616,Hypoglycemic drug (substance)
C0293359,insulin lispro,C0020616,Hypoglycemic product
C0293359,insulin lispro,C0020616,Hypoglycaemic product
C0293359,insulin lispro,C0020616,Hypoglycemic product (product)
C0293359,insulin lispro,C0020616,Anti-hyperglycemics
C0293359,insulin lispro,C0020616,Antihyperglycemics
C0293359,insulin lispro,C0020616,antihyperglycemic
C0293359,insulin lispro,C0020616,Hypoglycemic Medicines
C0293359,insulin lispro,C0020616,Diabetes Medicines
C0293359,insulin lispro,C0356365,"Insulin, Short-Acting"
C0293359,insulin lispro,C0356365,Short-acting insulin
C0293359,insulin lispro,C0356365,"Insulin, Short Acting"
C0293359,insulin lispro,C0356365,"Insulin, Rapid-Acting"
C0293359,insulin lispro,C0356365,Rapid-acting insulin
C0293359,insulin lispro,C0356365,"Rapid-acting insulin, NOS"
C0293359,insulin lispro,C0356365,"Insulin, Rapid Acting"
C0293359,insulin lispro,C0356365,Product containing short-acting insulin (product)
C0293359,insulin lispro,C0356365,Product containing short-acting insulin
C0293359,insulin lispro,C0356365,Rapid-acting insulin preparation
C0293359,insulin lispro,C0356365,Rapid-acting insulin preparation (substance)
C0293359,insulin lispro,C0356365,Rapid-acting insulin product (product)
C0293359,insulin lispro,C0356365,Rapid-acting insulin product
C0293359,insulin lispro,C0356365,Short-acting insulin product
C0293359,insulin lispro,C0356365,Short-acting insulin (product)
C0293359,insulin lispro,C0356365,Rapid-acting insulin (substance)
C0293359,insulin lispro,C0356365,Short-acting insulin (substance)
C0293359,insulin lispro,C0795635,"insulin, regular, human"
C0293359,insulin lispro,C0795635,Insulin Human (Regular)
C0293359,insulin lispro,C0795635,Insulin Human Regular
C0293359,insulin lispro,C0795635,"Regular Insulin, human"
C0293359,insulin lispro,C0795635,Human regular insulin
C0293359,insulin lispro,C0795635,"insulin regular, human"
C0293359,insulin lispro,C0795635,regular human insulin
C0293359,insulin lispro,C0795635,INSULIN
C0293359,insulin lispro,C0795635,Semisynthetic human insulin
C0293359,insulin lispro,C0795635,Insulin regular
C0293359,insulin lispro,C0795635,"insulin, regular"
C0293359,insulin lispro,C0795635,Human insulin
C0293359,insulin lispro,C0795635,insulin (human)
C0293359,insulin lispro,C0795635,"Insulin, human"
C0293359,insulin lispro,C0795635,INSULIN HUMAN
C0293359,insulin lispro,C0795635,"Human insulin, NOS"
C0293359,insulin lispro,C0795635,insulin regular human recombinant
C0293359,insulin lispro,C0795635,"insulin regular, human semi-synthetic"
C0293359,insulin lispro,C0795635,High molecular weight insulin human
C0293359,insulin lispro,C0795635,Product containing human insulin soluble (medicinal product)
C0293359,insulin lispro,C0795635,Human insulin soluble-containing product
C0293359,insulin lispro,C0795635,Product containing human insulin soluble
C0293359,insulin lispro,C0795635,Human insulin-containing product
C0293359,insulin lispro,C0795635,Product containing human insulin
C0293359,insulin lispro,C0795635,Product containing human insulin (medicinal product)
C0293359,insulin lispro,C0795635,Insulina regular
C0293359,insulin lispro,C0795635,Product containing human regular insulin (medicinal product)
C0293359,insulin lispro,C0795635,Product containing human insulin (product)
C0293359,insulin lispro,C0795635,Human regular insulin (substance)
C0293359,insulin lispro,C0795635,Human regular insulin-containing product
C0293359,insulin lispro,C0795635,"INSULIN,REGULAR,HUMAN/rDNA"
C0293359,insulin lispro,C0795635,Insulin human regular (rDNA)
C0293359,insulin lispro,C0795635,"INSULIN,REGULAR,HUMAN/SEMISYNTHETIC"
C0293359,insulin lispro,C0795635,Human insulin preparation
C0293359,insulin lispro,C0795635,Semisynthetic human insulin preparation
C0293359,insulin lispro,C0795635,Semisynthetic human insulin preparation (substance)
C0293359,insulin lispro,C0795635,Human insulin preparation (substance)
C0293359,insulin lispro,C0795635,Human insulin product
C0293359,insulin lispro,C0795635,Human insulin product (product)
C0293359,insulin lispro,C0795635,Semisynthetic human insulin (substance)
C0293359,insulin lispro,C0795635,Human insulin (substance)
C0293359,insulin lispro,C0795635,Human insulin soluble product
C0293359,insulin lispro,C0795635,Insulin soluble human (product)
C0293359,insulin lispro,C0795635,Human insulin soluble
C0293359,insulin lispro,C0795635,Insulin soluble human
C0293359,insulin lispro,C0795635,Human insulin soluble (substance)
C0293359,insulin lispro,C0795635,regular human insulin (medication)
C0293359,insulin lispro,C1305435,Human insulin analog product
C0293359,insulin lispro,C1305435,Human insulin analogue product
C0293359,insulin lispro,C1305435,Human insulin analog product (product)
C0293359,insulin lispro,C1305435,Insulin analogue
C0293359,insulin lispro,C1305435,Insulin analog
C0293359,insulin lispro,C1305435,Insulin analog (substance)
C0293359,insulin lispro,C1533581,Therapeutic Insulin
C0293359,insulin lispro,C1533581,Insulin
C0293359,insulin lispro,C1533581,Recombinant Insulin
C0306604,"lente insulin, pork",C0770206,"insulin, pork"
C0306604,"lente insulin, pork",C0770206,Pork insulin
C0306604,"lente insulin, pork",C0770206,Insulin (pork)
C0306604,"lente insulin, pork",C0770206,Insulin pork
C0306604,"lente insulin, pork",C0770206,"Pork insulin, NOS"
C0306604,"lente insulin, pork",C0770206,"insulin,pork"
C0306604,"lente insulin, pork",C0770206,Porcine insulin
C0306604,"lente insulin, pork",C0770206,"Insulin, porcine"
C0306604,"lente insulin, pork",C0770206,Insulin porcine
C0306604,"lente insulin, pork",C0770206,Insulin purified porcine
C0306604,"lente insulin, pork",C0770206,insulin (swine)
C0306604,"lente insulin, pork",C0770206,Insulin purified pork
C0306604,"lente insulin, pork",C0770206,"insulin,pork purified"
C0306604,"lente insulin, pork",C0770206,"insulin, purified pork"
C0306604,"lente insulin, pork",C0770206,Product containing porcine insulin
C0306604,"lente insulin, pork",C0770206,Product containing porcine insulin (medicinal product)
C0306604,"lente insulin, pork",C0770206,Pork insulin-containing product
C0306604,"lente insulin, pork",C0770206,Product containing pork insulin
C0306604,"lente insulin, pork",C0770206,Product containing pork insulin (medicinal product)
C0306604,"lente insulin, pork",C0770206,Product containing pork insulin (product)
C0306604,"lente insulin, pork",C0770206,Porcine insulin product
C0306604,"lente insulin, pork",C0770206,Porcine insulin (product)
C0306604,"lente insulin, pork",C0770206,Porcine insulin product (product)
C0306604,"lente insulin, pork",C0770206,Porcine insulin (substance)
C0306604,"lente insulin, pork",C0770206,Pork insulin preparation
C0306604,"lente insulin, pork",C0770206,Pork insulin preparation (substance)
C0306604,"lente insulin, pork",C0770206,Pork insulin product
C0306604,"lente insulin, pork",C0770206,Pork insulin (substance)
C0306604,"lente insulin, pork",C0770206,"insulin, purified pork (medication)"
C0537551,pramlintide,C0013227,Pharmaceutical Preparations
C0537551,pramlintide,C0013227,pharmaceutical preparation
C0537551,pramlintide,C0013227,"Preparation, Pharmaceutical"
C0537551,pramlintide,C0013227,"Preparations, Pharmaceutical"
C0537551,pramlintide,C0013227,Drugs
C0537551,pramlintide,C0013227,Drug
C0537551,pramlintide,C0013227,"Drug, NOS"
C0537551,pramlintide,C0013227,Medicine
C0537551,pramlintide,C0013227,Medicines
C0537551,pramlintide,C0013227,"Medicine, NOS"
C0537551,pramlintide,C0013227,Drug/agent
C0537551,pramlintide,C0013227,General drug type
C0537551,pramlintide,C0013227,"Drug preparation, NOS"
C0537551,pramlintide,C0013227,Drug preparation
C0537551,pramlintide,C0013227,Medication
C0537551,pramlintide,C0013227,"Medication, NOS"
C0537551,pramlintide,C0013227,medications
C0537551,pramlintide,C0013227,Medication(s)
C0537551,pramlintide,C0013227,Pharmaceutic Preparations
C0537551,pramlintide,C0013227,"Preparations, Pharmaceutic"
C0537551,pramlintide,C0013227,Drug medicamt or bio substnce
C0537551,pramlintide,C0013227,"Drug, medicament or biological substance"
C0537551,pramlintide,C0013227,Medicinal product (product)
C0537551,pramlintide,C0013227,Pharmaceuticals
C0537551,pramlintide,C0013227,Pharmaceutical
C0537551,pramlintide,C0013227,Pharmaceutical / biologic product
C0537551,pramlintide,C0013227,Pharmaceutical / biologic product (product)
C0537551,pramlintide,C0013227,"Drug, medicament or biological substance (substance)"
C0537551,pramlintide,C0013227,General drug type (product)
C0537551,pramlintide,C0013227,General drug type (substance)
C0537551,pramlintide,C0013227,Drug preparation (product)
C0537551,pramlintide,C0013227,Drug preparation (substance)
C0537551,pramlintide,C0013227,Drug Product
C0537551,pramlintide,C0013227,Drug (substance)
C0537551,pramlintide,C0013227,Medicinal product
C0537551,pramlintide,C0013227,medicinal products
C0537551,pramlintide,C0013227,Drug or medicament
C0537551,pramlintide,C0013227,Drug or medicament (substance)
C0537551,pramlintide,C0013227,Pharmaceutical Products
C0537551,pramlintide,C0013227,"Product, Pharmaceutical"
C0537551,pramlintide,C0013227,Pharmaceutical Product
C0537551,pramlintide,C0013227,"Products, Pharmaceutical"
C0537551,pramlintide,C0013227,PHARM PREPARATIONS
C0537551,pramlintide,C0013227,PREPARATIONS PHARM
C0537551,pramlintide,C0020616,Hypoglycemic Agents
C0537551,pramlintide,C0020616,hypoglycemic agent
C0537551,pramlintide,C0020616,Hypoglycaemic agent
C0537551,pramlintide,C0020616,"Agent, Hypoglycemic"
C0537551,pramlintide,C0020616,"Agents, Hypoglycemic"
C0537551,pramlintide,C0020616,Hypoglycemic Drugs
C0537551,pramlintide,C0020616,Hypoglycemic drug
C0537551,pramlintide,C0020616,"Hypoglycemic drug, NOS"
C0537551,pramlintide,C0020616,"Hypoglycaemic drug, NOS"
C0537551,pramlintide,C0020616,"Drug, Hypoglycemic"
C0537551,pramlintide,C0020616,Hypoglycaemic drug
C0537551,pramlintide,C0020616,"Drugs, Hypoglycemic"
C0537551,pramlintide,C0020616,Hypoglycemics
C0537551,pramlintide,C0020616,hypoglycaemic
C0537551,pramlintide,C0020616,hypoglycemic
C0537551,pramlintide,C0020616,Drugs for hypoglycaemia
C0537551,pramlintide,C0020616,Drugs for hypoglycemia
C0537551,pramlintide,C0020616,Antihyperglycemic Agents
C0537551,pramlintide,C0020616,"Agent, Antihyperglycemic"
C0537551,pramlintide,C0020616,Antihyperglycemic Agent
C0537551,pramlintide,C0020616,"Agents, Antihyperglycemic"
C0537551,pramlintide,C0020616,Hypoglycemic agent (product)
C0537551,pramlintide,C0020616,Hypoglycemic agent (substance)
C0537551,pramlintide,C0020616,Drugs for hypoglycemia (product)
C0537551,pramlintide,C0020616,Drugs for hypoglycemia (substance)
C0537551,pramlintide,C0020616,Hypoglycemic drug (substance)
C0537551,pramlintide,C0020616,Hypoglycemic product
C0537551,pramlintide,C0020616,Hypoglycaemic product
C0537551,pramlintide,C0020616,Hypoglycemic product (product)
C0537551,pramlintide,C0020616,Anti-hyperglycemics
C0537551,pramlintide,C0020616,Antihyperglycemics
C0537551,pramlintide,C0020616,antihyperglycemic
C0537551,pramlintide,C0020616,Hypoglycemic Medicines
C0537551,pramlintide,C0020616,Diabetes Medicines
C0537551,pramlintide,C0063684,Amylin
C0537551,pramlintide,C0063684,diabetes associated peptide
C0537551,pramlintide,C0063684,IAPP
C0537551,pramlintide,C0063684,Insulinoma Amyloid Polypeptide
C0537551,pramlintide,C0063684,"Amyloid Polypeptide, Insulinoma"
C0537551,pramlintide,C0063684,"Polypeptide, Insulinoma Amyloid"
C0537551,pramlintide,C0063684,Islet Amyloid Polypeptide
C0537551,pramlintide,C0063684,"Amyloid Polypeptide, Islet"
C0537551,pramlintide,C0063684,"Polypeptide, Islet Amyloid"
C0537551,pramlintide,C0063684,Pancreatic Amylin
C0537551,pramlintide,C0063684,"Amylin, Pancreatic"
C0537551,pramlintide,C0063684,Amlintide
C0537551,pramlintide,C0063684,Product containing amylin (medicinal product)
C0537551,pramlintide,C0063684,Amylin-containing product
C0537551,pramlintide,C0063684,Product containing amylin
C0537551,pramlintide,C0063684,Amylin product
C0537551,pramlintide,C0063684,Amylin product (product)
C0537551,pramlintide,C0063684,Amylin (substance)
